X_id,REPORT_YEAR,DIVISION,CATEGORY,SUBTYPE,COUNT_,COUNT_CLEARED
20281,2019,D23,Crimes Against Property,Other,93,26
20282,2019,D23,Crimes Against the Person,Other,8,4
20283,2019,D31,Crimes Against Property,Break & Enter-House,19,4
20284,2019,D22,Criminal Code Traffic,Other,16,16
20285,2019,D23,Crimes Against the Person,Other,52,28
20286,2019,D22,Crimes Against Property,Other,29,11
20287,2019,D23,Controlled Drugs and Substances Act,Other,5,4
20288,2019,D22,Crimes Against the Person,Other,6,4
20289,2019,D23,Crimes Against Property,Other,3,1
20290,2019,D23,Crimes Against the Person,Other,23,12
20291,2019,D23,Controlled Drugs and Substances Act,Other,3,2
20292,2019,D22,Crimes Against Property,Other,55,13
20293,2019,D31,Crimes Against Property,Break & Enter-House,2,0
20294,2019,D22,Crimes Against the Person,Other,10,8
20295,2019,D22,Criminal Code Traffic,Other,2,1
20296,2019,D23,Crimes Against Property,Other,1,0
20297,2019,D23,Crimes Against the Person,Robbery-Financial,1,0
20298,2019,D23,Controlled Drugs and Substances Act,Other,14,9
20299,2019,D22,Crimes Against Property,Other,32,6
20300,2019,D31,Crimes Against Property,Break & Enter-House,10,2
20301,2019,D22,Crimes Against the Person,Other,29,14
20302,2019,D22,Criminal Code Traffic,Other,9,9
20303,2019,D23,Crimes Against Property,Other,47,9
20304,2019,D23,Crimes Against the Person,Robbery-Financial,5,0
20305,2019,D23,Controlled Drugs and Substances Act,Other,3,3
20306,2019,D22,Crimes Against Property,Other,92,30
20307,2019,D31,Crimes Against Property,Break & Enter-Other,1,0
20308,2019,D22,Crimes Against the Person,Other,11,4
20309,2019,D22,Criminal Code Traffic,Other,2,2
20310,2019,D23,Crimes Against Property,Other,36,9
20311,2019,D23,Crimes Against the Person,Robbery-Financial,5,2
20312,2019,D23,Controlled Drugs and Substances Act,Other,54,50
20313,2019,D22,Crimes Against Property,Other,3,1
20314,2019,D31,Crimes Against Property,Break & Enter-Other,1,0
20315,2019,D22,Crimes Against the Person,Other,20,8
20316,2019,D22,Criminal Code Traffic,Other,16,15
20317,2019,D23,Crimes Against Property,Other,268,62
20318,2019,D23,Crimes Against the Person,Robbery-Financial,2,2
20319,2019,D23,Controlled Drugs and Substances Act,Other,1,1
20320,2019,D22,Crimes Against Property,Other,66,17
20321,2019,D31,Crimes Against Property,Break & Enter-Other,7,0
20322,2019,D22,Crimes Against the Person,Other,20,13
20323,2019,D22,Other Criminal Code Violations,Other,22,21
20324,2019,D23,Crimes Against Property,Other,45,10
20325,2019,D23,Crimes Against the Person,Robbery-Other,16,5
20326,2019,D23,Crimes Against Property,Auto Theft,1,1
20327,2019,D22,Crimes Against Property,Other,21,4
20328,2019,D22,Crimes Against the Person,Other,10,6
20329,2019,D31,Crimes Against Property,Break & Enter-Other,3,0
20330,2019,D22,Crimes Against the Person,Other,12,7
20331,2019,D22,Other Criminal Code Violations,Other,17,12
20332,2019,D23,Crimes Against Property,Theft Over $5000,1,0
20333,2019,D23,Crimes Against Property,Auto Theft,28,4
20334,2019,D23,Crimes Against the Person,Robbery-Other,5,2
20335,2019,D22,Crimes Against Property,Other,79,15
20336,2019,D23,Crimes Against Property,Auto Theft,19,1
20337,2019,D31,Crimes Against Property,Break & Enter-Other,6,0
20338,2019,D22,Crimes Against the Person,Other,9,6
20339,2019,D22,Other Criminal Code Violations,Other,19,18
20340,2019,D23,Crimes Against the Person,Robbery-Other,11,5
20341,2019,D23,Crimes Against Property,Theft Over $5000,4,0
20342,2019,D22,Crimes Against Property,Theft Over $5000,7,1
20343,2019,D23,Crimes Against Property,Auto Theft,40,0
20344,2019,D31,Crimes Against Property,Break & Enter-Other,4,0
20345,2019,D22,Crimes Against the Person,Other,52,41
20346,2019,D22,Other Criminal Code Violations,Other,147,125
20347,2019,D23,Crimes Against the Person,Robbery-Other,55,26
20348,2019,D23,Crimes Against Property,Theft Over $5000,5,0
20349,2019,D22,Crimes Against Property,Theft Over $5000,9,1
20350,2019,D23,Crimes Against Property,Auto Theft,88,5
20351,2019,D31,Crimes Against Property,Break & Enter-Other,1,0
20352,2019,D22,Crimes Against the Person,Other,16,10
20353,2019,D22,Other Criminal Code Violations,Other,18,17
20354,2019,D23,Crimes Against the Person,Robbery-Other,1,1
20355,2019,D23,Crimes Against Property,Theft Over $5000,2,0
20356,2019,D22,Crimes Against Property,Theft Over $5000,4,0
20357,2019,D23,Crimes Against Property,Auto Theft,1,0
20358,2019,D31,Crimes Against Property,Break & Enter-Other,14,2
20359,2019,D22,Crimes Against the Person,Other,5,3
20360,2019,D22,Other Criminal Code Violations,Other,36,33
20361,2019,D23,Crimes Against the Person,Robbery-Other,1,1
20362,2019,D23,Crimes Against Property,Theft Over $5000,8,3
20363,2019,D22,Crimes Against Property,Theft Over $5000,27,6
20364,2019,D23,Crimes Against Property,Auto Theft,52,1
20365,2019,D31,Crimes Against Property,Fraud,80,3
20366,2019,D22,Crimes Against the Person,Other,22,12
20367,2019,D23,Crimes Against the Person,Robbery-Other,16,3
20368,2019,D23,Crimes Against Property,Theft Over $5000,3,0
20369,2019,D22,Crimes Against Property,Theft Over $5000,6,2
20370,2019,D23,Crimes Against Property,Auto Theft,52,4
20371,2019,D22,Crimes Against the Person,Robbery-Financial,4,4
20372,2019,D23,Crimes Against the Person,Robbery-Other,8,2
20373,2019,D31,Crimes Against Property,Fraud,52,6
20374,2019,D23,Crimes Against Property,Theft Over $5000,4,0
20375,2019,D22,Crimes Against Property,Theft Over $5000,5,0
20376,2019,D23,Crimes Against Property,Auto Theft,488,36
20377,2019,D31,Crimes Against Property,Fraud,147,11
20378,2019,D22,Crimes Against Property,Theft Over $5000,9,1
20379,2019,D22,Crimes Against the Person,Robbery-Financial,1,1
20380,2019,D23,Crimes Against Property,Auto Theft,45,1
20381,2019,D31,Crimes Against Property,Fraud,65,7
20382,2019,D22,Crimes Against Property,Theft Over $5000,4,1
20383,2019,D22,Crimes Against the Person,Robbery-Financial,2,2
20384,2019,D23,Crimes Against Property,Break & Enter-Apartment,5,1
20385,2019,D31,Crimes Against Property,Fraud,55,5
20386,2019,D22,Crimes Against Property,Theft Over $5000,1,0
20387,2019,D22,Crimes Against the Person,Robbery-Financial,1,0
20388,2019,D23,Crimes Against Property,Break & Enter-Apartment,9,1
20389,2019,D22,Crimes Against Property,Theft Over $5000,3,0
20390,2019,D23,Crimes Against Property,Break & Enter-Apartment,18,2
20391,2019,D22,Crimes Against Property,Theft Over $5000,14,2
20392,2019,D23,Crimes Against Property,Break & Enter-Apartment,20,4
20393,2019,D22,Crimes Against Property,Theft Over $5000,2,0
20394,2019,D23,Crimes Against Property,Break & Enter-Apartment,6,1
20395,2019,D22,Crimes Against Property,Theft Over $5000,2,0
20396,2019,D23,Crimes Against Property,Break & Enter-Apartment,1,1
20397,2019,D22,Crimes Against Property,Theft Over $5000,4,1
20398,2019,D22,Crimes Against Property,Theft Over $5000,4,1
20399,2019,D22,Crimes Against Property,Theft Under $5000,132,31
20400,2019,D22,Crimes Against Property,Theft Under $5000,113,12
20401,2019,D32,Crimes Against Property,Other,294,240
20402,2019,D32,Crimes Against Property,Theft Over $5000,4,0
20403,2019,D32,Crimes Against Property,Theft Over $5000,5,1
20404,2019,D32,Crimes Against Property,Theft Over $5000,15,0
20405,2019,D32,Crimes Against Property,Theft Over $5000,2,0
20406,2019,D32,Crimes Against Property,Theft Over $5000,4,3
20407,2019,D32,Crimes Against Property,Theft Over $5000,1,0
20408,2019,D32,Crimes Against Property,Theft Over $5000,9,2
20409,2019,D32,Crimes Against Property,Theft Over $5000,4,1
20410,2019,D31,Crimes Against the Person,Other,20,11
20411,2019,D32,Crimes Against Property,Break & Enter-Other,7,1
20412,2019,D32,Crimes Against Property,Break & Enter-Apartment,3,0
20413,2019,D32,Crimes Against the Person,Assault,61,35
20414,2019,D32,Crimes Against the Person,Robbery-Other,2,0
20415,2019,D31,Crimes Against Property,Fraud,15,6
20416,2019,D32,Crimes Against Property,Theft Over $5000,10,1
20417,2019,D32,Crimes Against Property,Theft Over $5000,4,0
20418,2019,D32,Crimes Against Property,Theft Over $5000,9,1
20419,2019,D32,Crimes Against Property,Theft Over $5000,11,1
20420,2019,D32,Crimes Against Property,Theft Over $5000,3,0
20421,2019,D32,Crimes Against Property,Theft Over $5000,1,0
20422,2019,D32,Crimes Against Property,Theft Over $5000,9,1
20423,2019,D32,Crimes Against Property,Theft Over $5000,15,0
