X_id,REPORT_YEAR,DIVISION,CATEGORY,SUBTYPE,COUNT_,COUNT_CLEARED
7431,2015,D55,Controlled Drugs and Substances Act,Other,28,28
7432,2015,D55,Crimes Against the Person,Assault,52,41
7433,2015,D53,Crimes Against the Person,Robbery-Other,1,0
7434,2015,D53,Other Criminal Code Violations,Other,86,80
7435,2015,D55,Crimes Against Property,Break & Enter-House,19,2
7436,2015,D55,Crimes Against Property,Other,83,20
7437,2015,D55,Controlled Drugs and Substances Act,Other,11,11
7438,2015,D55,Crimes Against the Person,Assault,5,2
7439,2015,D53,Crimes Against the Person,Robbery-Other,8,3
7440,2015,D53,Other Criminal Code Violations,Other,23,23
7441,2015,D55,Crimes Against Property,Break & Enter-House,17,6
7442,2015,D55,Crimes Against Property,Other,37,6
7443,2015,D55,Controlled Drugs and Substances Act,Other,15,15
7444,2015,D55,Crimes Against the Person,Assault,81,57
7445,2015,D53,Crimes Against the Person,Robbery-Other,8,5
7446,2015,D53,Other Criminal Code Violations,Other,27,23
7447,2015,D55,Crimes Against Property,Break & Enter-House,3,1
7448,2015,D55,Crimes Against Property,Other,53,12
7449,2015,D55,Controlled Drugs and Substances Act,Other,18,17
7450,2015,D55,Crimes Against the Person,Assault,51,36
7451,2015,D53,Crimes Against the Person,Robbery-Other,4,1
7452,2015,D53,Other Criminal Code Violations,Other,1,1
7453,2015,D55,Crimes Against Property,Break & Enter-House,15,3
7454,2015,D55,Crimes Against Property,Other,2,0
7455,2015,D55,Controlled Drugs and Substances Act,Other,21,20
7456,2015,D55,Crimes Against the Person,Assault,168,106
7457,2015,D53,Crimes Against the Person,Robbery-Other,5,3
7458,2015,D53,Other Criminal Code Violations,Other,10,10
7459,2015,D55,Crimes Against Property,Break & Enter-House,17,5
7460,2015,D55,Crimes Against Property,Other,201,57
7461,2015,D55,Crimes Against Property,Other,62,17
7462,2015,D55,Crimes Against Property,Other,114,33
7463,2015,D55,Crimes Against Property,Other,24,6
7464,2015,D55,Crimes Against Property,Other,71,23
7465,2015,D55,Crimes Against Property,Other,37,11
7466,2015,D55,Crimes Against Property,Theft Over $5000,2,0
7467,2015,D55,Crimes Against Property,Theft Over $5000,2,0
7468,2015,D55,Crimes Against Property,Theft Over $5000,4,0
7469,2015,D55,Crimes Against Property,Theft Over $5000,4,2
7470,2015,D55,Crimes Against Property,Theft Over $5000,9,2
7471,2015,D55,Crimes Against Property,Theft Over $5000,3,1
7472,2015,D55,Crimes Against Property,Theft Over $5000,7,1
7473,2015,D55,Crimes Against Property,Theft Over $5000,1,0
7474,2015,D55,Crimes Against Property,Theft Over $5000,2,0
7475,2015,D55,Crimes Against Property,Theft Over $5000,6,1
7476,2015,D55,Crimes Against Property,Theft Over $5000,3,0
7477,2015,D55,Crimes Against Property,Theft Over $5000,2,1
7478,2015,D55,Crimes Against Property,Theft Over $5000,15,7
7479,2015,D55,Crimes Against Property,Theft Over $5000,3,1
7480,2015,D55,Crimes Against Property,Theft Over $5000,5,0
7481,2015,D55,Crimes Against Property,Theft Over $5000,5,0
7482,2015,D55,Crimes Against Property,Break & Enter-Other,1,0
7483,2015,D55,Crimes Against Property,Auto Theft,6,2
7484,2015,D55,Crimes Against the Person,Assault,134,88
7485,2015,D53,Other Criminal Code Violations,Other,36,34
7486,2015,D53,Crimes Against the Person,Sexual Violation,19,11
7487,2015,D55,Crimes Against Property,Break & Enter-Other,2,0
7488,2015,D55,Crimes Against Property,Auto Theft,5,0
7489,2015,D55,Crimes Against the Person,Assault,119,78
7490,2015,D53,Other Criminal Code Violations,Other,8,8
7491,2015,D53,Crimes Against the Person,Sexual Violation,1,0
7492,2015,D55,Crimes Against Property,Break & Enter-Other,3,0
7493,2015,D55,Crimes Against Property,Auto Theft,1,0
7494,2015,D55,Crimes Against the Person,Assault,10,7
7495,2015,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7
7496,2015,D53,Crimes Against the Person,Sexual Violation,3,2
7497,2015,D55,Crimes Against Property,Break & Enter-Other,7,2
7498,2015,D55,Crimes Against Property,Auto Theft,7,0
7499,2015,D55,Crimes Against the Person,Assault,62,27
7500,2015,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
7501,2015,D53,Crimes Against the Person,Sexual Violation,2,1
7502,2015,D55,Crimes Against Property,Break & Enter-Other,3,1
7503,2015,D55,Crimes Against Property,Auto Theft,12,1
7504,2015,D55,Crimes Against the Person,Assault,144,99
7505,2015,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2
7506,2015,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3
7507,2015,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3
7508,2015,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4
7509,2015,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,5
7510,2015,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,3
7511,2015,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,7
7512,2015,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,5
7513,2015,D53,Other Federal Statute Violations,Other,1,1
7514,2015,D53,Other Federal Statute Violations,Other,1,1
7515,2015,D53,Other Federal Statute Violations,Other,1,1
7516,2015,D55,Controlled Drugs and Substances Act,Other,26,26
7517,2015,D55,Controlled Drugs and Substances Act,Other,7,7
7518,2015,D55,Controlled Drugs and Substances Act,Other,33,33
7519,2015,D55,Controlled Drugs and Substances Act,Other,5,5
7520,2015,D55,Controlled Drugs and Substances Act,Other,34,34
7521,2015,D55,Crimes Against Property,Break & Enter-Other,1,1
7522,2015,D55,Crimes Against the Person,Assault,3,0
7523,2015,D53,Crimes Against the Person,Sexual Violation,1,1
7524,2015,D55,Crimes Against Property,Auto Theft,15,1
7525,2015,D55,Crimes Against Property,Break & Enter-Other,2,0
7526,2015,D55,Crimes Against the Person,Assault,47,30
7527,2015,D53,Crimes Against the Person,Sexual Violation,2,0
7528,2015,D55,Crimes Against Property,Auto Theft,7,0
7529,2015,D55,Crimes Against Property,Break & Enter-Other,2,0
7530,2015,D55,Crimes Against the Person,Assault,34,22
7531,2015,D53,Crimes Against the Person,Sexual Violation,1,0
7532,2015,D55,Crimes Against Property,Auto Theft,20,2
7533,2015,D55,Crimes Against Property,Break & Enter-Other,2,0
7534,2015,D55,Crimes Against the Person,Assault,169,122
7535,2015,D53,Crimes Against the Person,Sexual Violation,4,3
7536,2015,D55,Crimes Against Property,Auto Theft,13,0
7537,2015,D55,Crimes Against Property,Break & Enter-Other,10,3
7538,2015,D55,Crimes Against the Person,Assault,90,58
7539,2015,D53,Crimes Against the Person,Sexual Violation,4,3
7540,2015,D55,Crimes Against Property,Auto Theft,12,2
7541,2015,D55,Crimes Against Property,Break & Enter-Other,5,0
7542,2015,D55,Crimes Against the Person,Assault,92,55
7543,2015,D53,Crimes Against the Person,Sexual Violation,3,1
7544,2015,D55,Crimes Against Property,Auto Theft,7,0
7545,2015,D55,Crimes Against Property,Break & Enter-Other,1,0
7546,2015,D55,Crimes Against the Person,Assault,63,41
7547,2015,D53,Crimes Against the Person,Sexual Violation,4,3
7548,2015,D55,Crimes Against Property,Break & Enter-Other,1,0
7549,2015,D55,Crimes Against Property,Auto Theft,9,0
7550,2015,D55,Crimes Against Property,Break & Enter-Other,2,0
7551,2015,D53,Crimes Against the Person,Sexual Violation,3,2
7552,2015,D55,Crimes Against the Person,Assault,67,49
7553,2015,D55,Crimes Against Property,Auto Theft,24,2
7554,2015,D55,Crimes Against Property,Fraud,1,0
7555,2015,D53,Crimes Against the Person,Sexual Violation,12,6
7556,2015,D55,Crimes Against the Person,Assault,36,29
7557,2015,D55,Crimes Against Property,Auto Theft,11,0
7558,2015,D55,Crimes Against Property,Fraud,22,3
7559,2015,D53,Crimes Against the Person,Sexual Violation,6,4
7560,2015,D55,Crimes Against the Person,Attempt Murder,1,1
7561,2015,D55,Crimes Against Property,Auto Theft,26,1
7562,2015,D55,Crimes Against Property,Fraud,17,2
7563,2015,D53,Crimes Against the Person,Sexual Violation,14,12
7564,2015,D55,Crimes Against the Person,Attempt Murder,1,1
7565,2015,D55,Crimes Against Property,Auto Theft,3,0
7566,2015,D55,Crimes Against Property,Fraud,30,8
7567,2015,D53,Crimes Against the Person,Sexual Violation,1,1
7568,2015,D55,Crimes Against the Person,Attempt Murder,2,2
7569,2015,D55,Crimes Against Property,Auto Theft,10,2
7570,2015,D55,Crimes Against Property,Fraud,21,4
7571,2015,D53,Crimes Against the Person,Sexual Violation,15,9
7572,2015,D55,Crimes Against the Person,Attempt Murder,1,1
7573,2015,D55,Crimes Against Property,Auto Theft,6,1
7574,2015,D55,Crimes Against Property,Fraud,61,10
7575,2015,D53,Crimes Against the Person,Sexual Violation,4,2
7576,2015,D55,Crimes Against the Person,Attempt Murder,2,2
7577,2015,D55,Crimes Against Property,Break & Enter-Apartment,4,2
7578,2015,D53,Criminal Code Traffic,Other,8,8
7579,2015,D55,Crimes Against the Person,Attempt Murder,3,3
7580,2015,D55,Crimes Against Property,Break & Enter-Apartment,11,2
7581,2015,D53,Criminal Code Traffic,Other,3,3
7582,2015,D55,Crimes Against the Person,Other,25,19
7583,2015,D55,Crimes Against Property,Break & Enter-Apartment,6,2
7584,2015,D53,Criminal Code Traffic,Other,3,3
7585,2015,D55,Crimes Against Property,Break & Enter-Apartment,3,2
7586,2015,D55,Crimes Against Property,Break & Enter-Apartment,32,5
7587,2015,D55,Crimes Against Property,Break & Enter-Apartment,13,2
7588,2015,D55,Crimes Against Property,Break & Enter-Apartment,7,3
7589,2015,D55,Crimes Against Property,Break & Enter-Apartment,9,1
7590,2015,D55,Crimes Against Property,Break & Enter-Apartment,13,6
7591,2015,D55,Crimes Against Property,Break & Enter-Apartment,2,0
7592,2015,D55,Crimes Against Property,Break & Enter-Apartment,20,14
7593,2015,D55,Crimes Against Property,Break & Enter-Apartment,23,13
7594,2015,D55,Crimes Against Property,Break & Enter-Apartment,22,4
7595,2015,D55,Crimes Against Property,Break & Enter-Apartment,5,1
7596,2015,D55,Crimes Against Property,Break & Enter-Apartment,4,1
7597,2015,D55,Crimes Against Property,Break & Enter-Apartment,6,3
7598,2015,D55,Crimes Against Property,Break & Enter-Apartment,1,0
7599,2015,D55,Crimes Against Property,Break & Enter-Commercial,3,1
7600,2015,D55,Crimes Against Property,Break & Enter-Commercial,1,0
7601,2016,D11,Other Criminal Code Violations,Other,29,28
7602,2016,D11,Other Criminal Code Violations,Other,1,1
7603,2016,D11,Other Criminal Code Violations,Other,55,52
7604,2016,D11,Other Criminal Code Violations,Other,9,9
7605,2016,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7
7606,2016,D11,Crimes Against Property,Theft Over $5000,1,0
7607,2016,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,9
7608,2016,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,9
7609,2016,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4
7610,2016,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,16,15
7611,2016,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
7612,2016,D11,Crimes Against Property,Theft Over $5000,3,0
7613,2016,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
7614,2016,D11,Crimes Against Property,Theft Over $5000,1,0
7615,2016,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,8
7616,2016,D12,Crimes Against Property,Break & Enter-Apartment,3,2
7617,2016,D11,Crimes Against Property,Theft Over $5000,1,0
7618,2016,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2
7619,2016,D11,Crimes Against Property,Theft Under $5000,1,0
7620,2016,D11,Crimes Against the Person,Robbery-Financial,1,1
7621,2016,D12,Crimes Against Property,Break & Enter-Apartment,7,2
7622,2016,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2
7623,2015,D55,Other Criminal Code Violations,Other,59,50
7624,2016,D11,Crimes Against Property,Theft Under $5000,382,247
7625,2016,D11,Crimes Against the Person,Robbery-Financial,1,1
7626,2016,D11,Crimes Against Property,Break & Enter-Commercial,2,0
7627,2016,D12,Crimes Against Property,Break & Enter-Apartment,19,7
7628,2016,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,14,14
7629,2015,NSA,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,0
7630,2016,D11,Crimes Against Property,Theft Under $5000,238,69
7631,2015,D55,Other Criminal Code Violations,Other,20,15
7632,2016,D11,Crimes Against the Person,Robbery-Financial,2,2
7633,2015,NSA,Crimes Against Property,Fraud,1,1
7634,2016,D11,Crimes Against Property,Break & Enter-Commercial,1,0
7635,2016,D11,Crimes Against Property,Break & Enter-House,4,2
7636,2016,D11,Crimes Against Property,Break & Enter-House,9,0
7637,2016,D11,Crimes Against Property,Break & Enter-House,20,1
7638,2016,D11,Crimes Against Property,Break & Enter-House,8,0
7639,2016,D11,Crimes Against Property,Break & Enter-House,18,4
7640,2016,D11,Crimes Against Property,Break & Enter-House,6,0
7641,2016,D11,Crimes Against Property,Break & Enter-House,5,0
7642,2016,D11,Crimes Against Property,Break & Enter-House,17,9
7643,2016,D11,Crimes Against Property,Break & Enter-House,10,4
7644,2016,D11,Crimes Against Property,Break & Enter-House,2,1
7645,2016,D11,Crimes Against Property,Break & Enter-Other,1,1
7646,2016,D11,Crimes Against Property,Break & Enter-Other,2,1
7647,2016,D11,Crimes Against Property,Break & Enter-Other,1,0
7648,2016,D11,Crimes Against Property,Break & Enter-Other,2,0
7649,2016,D11,Crimes Against Property,Break & Enter-Other,3,2
7650,2016,D11,Crimes Against Property,Break & Enter-Other,2,0
7651,2016,D11,Crimes Against Property,Break & Enter-Other,2,1
7652,2016,D11,Crimes Against Property,Fraud,41,12
7653,2016,D11,Crimes Against Property,Fraud,38,5
7654,2016,D11,Crimes Against Property,Fraud,53,9
7655,2016,D11,Crimes Against Property,Fraud,54,14
7656,2016,D11,Crimes Against Property,Fraud,50,18
7657,2016,D11,Crimes Against Property,Fraud,10,0
7658,2016,D11,Crimes Against Property,Fraud,14,4
7659,2016,D11,Crimes Against Property,Fraud,1,1
7660,2016,D11,Crimes Against Property,Fraud,10,6
7661,2016,D11,Crimes Against Property,Fraud,47,10
7662,2016,D11,Crimes Against Property,Fraud,24,9
7663,2016,D11,Crimes Against Property,Fraud,11,5
7664,2016,D11,Crimes Against Property,Fraud,20,6
7665,2016,D11,Crimes Against Property,Other,70,18
7666,2016,D11,Crimes Against Property,Other,88,25
7667,2016,D11,Crimes Against Property,Other,101,32
7668,2016,D11,Crimes Against Property,Other,63,16
7669,2016,D11,Crimes Against Property,Other,106,37
7670,2016,D11,Crimes Against Property,Other,33,7
7671,2016,D11,Crimes Against Property,Other,22,5
7672,2016,D11,Crimes Against Property,Other,3,2
7673,2016,D11,Crimes Against Property,Other,87,28
7674,2016,D11,Crimes Against Property,Other,54,12
7675,2016,D11,Crimes Against Property,Other,11,2
7676,2016,D11,Crimes Against Property,Other,39,18
7677,2016,D11,Crimes Against Property,Theft Over $5000,2,1
7678,2016,D11,Crimes Against Property,Theft Over $5000,2,0
7679,2016,D11,Crimes Against Property,Theft Over $5000,6,0
7680,2016,D11,Crimes Against Property,Theft Over $5000,3,2
7681,2016,D11,Crimes Against Property,Theft Over $5000,6,4
7682,2016,D11,Crimes Against Property,Theft Over $5000,2,1
7683,2016,D11,Crimes Against Property,Theft Under $5000,231,78
7684,2016,D11,Other Federal Statute Violations,Other,1,1
7685,2016,D12,Crimes Against Property,Break & Enter-Apartment,1,1
7686,2015,D55,Other Criminal Code Violations,Other,57,55
7687,2016,D11,Crimes Against the Person,Robbery-Other,12,4
7688,2015,NSA,Crimes Against Property,Fraud,1,1
7689,2016,D11,Crimes Against Property,Theft Under $5000,310,154
7690,2016,D11,Other Federal Statute Violations,Other,3,2
7691,2016,D12,Crimes Against Property,Break & Enter-Apartment,8,3
7692,2015,D55,Other Criminal Code Violations,Other,26,21
7693,2015,NSA,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,20,18
7694,2015,D55,Other Criminal Code Violations,Other,23,23
7695,2016,D11,Other Federal Statute Violations,Other,3,3
7696,2016,D11,Crimes Against Property,Theft Under $5000,238,57
7697,2016,D11,Crimes Against the Person,Robbery-Other,25,10
7698,2016,D12,Crimes Against Property,Break & Enter-Apartment,8,3
7699,2015,NSA,Other Federal Statute Violations,Other,2,2
7700,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,6
7701,2015,NSA,Crimes Against Property,Fraud,1,0
7702,2016,D11,Other Federal Statute Violations,Other,5,5
7703,2016,D11,Crimes Against Property,Theft Under $5000,34,6
7704,2016,D11,Crimes Against the Person,Robbery-Other,16,3
7705,2016,D12,Crimes Against Property,Break & Enter-Apartment,13,10
7706,2015,NSA,Other Federal Statute Violations,Other,17,16
7707,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3
7708,2015,NSA,Crimes Against Property,Other,1,1
7709,2016,D11,Other Federal Statute Violations,Other,1,1
7710,2016,D11,Crimes Against Property,Theft Under $5000,54,27
7711,2016,D11,Crimes Against the Person,Robbery-Other,7,1
7712,2016,D12,Crimes Against Property,Break & Enter-Commercial,3,0
7713,2016,D11,Controlled Drugs and Substances Act,Other,22,22
7714,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7
7715,2015,NSA,Crimes Against Property,Other,1,0
7716,2016,D11,Other Federal Statute Violations,Other,2,1
7717,2016,D11,Crimes Against Property,Theft Under $5000,6,1
7718,2016,D11,Crimes Against the Person,Robbery-Other,19,8
7719,2016,D12,Crimes Against Property,Break & Enter-Commercial,10,5
7720,2016,D11,Controlled Drugs and Substances Act,Other,11,11
7721,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
7722,2015,NSA,Crimes Against Property,Other,66,37
7723,2016,D11,Other Federal Statute Violations,Other,1,1
7724,2016,D11,Crimes Against Property,Theft Under $5000,95,66
7725,2016,D11,Crimes Against the Person,Robbery-Other,5,0
7726,2016,D12,Crimes Against Property,Break & Enter-Commercial,3,0
7727,2016,D11,Controlled Drugs and Substances Act,Other,19,18
7728,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,15,13
7729,2015,NSA,Crimes Against Property,Other,1,0
7730,2015,NSA,Crimes Against Property,Other,1,0
7731,2015,NSA,Crimes Against Property,Other,1,1
7732,2015,NSA,Crimes Against Property,Theft Over $5000,1,1
7733,2015,NSA,Crimes Against Property,Theft Over $5000,2,0
7734,2015,NSA,Crimes Against Property,Theft Under $5000,1,0
7735,2015,NSA,Crimes Against Property,Theft Under $5000,1,0
7736,2015,NSA,Crimes Against Property,Theft Under $5000,88,14
7737,2015,NSA,Crimes Against Property,Theft Under $5000,1,0
7738,2015,NSA,Crimes Against the Person,Assault,1,0
7739,2015,NSA,Crimes Against the Person,Assault,1,1
7740,2015,NSA,Crimes Against the Person,Assault,1,1
7741,2015,NSA,Crimes Against the Person,Assault,1,0
7742,2015,NSA,Crimes Against the Person,Assault,81,37
7743,2015,NSA,Crimes Against the Person,Assault,1,1
7744,2015,NSA,Crimes Against the Person,Assault,1,0
7745,2015,NSA,Crimes Against the Person,Assault,1,0
7746,2015,NSA,Crimes Against the Person,Other,1,0
7747,2015,NSA,Crimes Against the Person,Other,31,14
7748,2015,NSA,Crimes Against the Person,Other,1,0
7749,2015,NSA,Crimes Against the Person,Other,1,0
7750,2015,NSA,Crimes Against the Person,Robbery-Other,1,0
7751,2015,NSA,Crimes Against the Person,Robbery-Other,1,0
7752,2015,NSA,Crimes Against the Person,Robbery-Other,29,12
7753,2015,NSA,Crimes Against the Person,Sexual Violation,1,0
7754,2015,NSA,Crimes Against the Person,Sexual Violation,1,0
7755,2015,NSA,Crimes Against the Person,Sexual Violation,1,0
7756,2015,NSA,Crimes Against the Person,Sexual Violation,1,0
7757,2015,NSA,Crimes Against the Person,Sexual Violation,1,0
7758,2015,NSA,Crimes Against the Person,Sexual Violation,73,14
7759,2015,NSA,Crimes Against the Person,Sexual Violation,1,0
7760,2015,NSA,Crimes Against the Person,Sexual Violation,1,1
7761,2015,NSA,Crimes Against the Person,Sexual Violation,1,0
7762,2015,NSA,Crimes Against the Person,Sexual Violation,1,0
7763,2015,NSA,Crimes Against the Person,Sexual Violation,1,0
7764,2015,NSA,Crimes Against the Person,Sexual Violation,3,0
7765,2015,NSA,Criminal Code Traffic,Other,1,1
7766,2015,NSA,Criminal Code Traffic,Other,58,56
7767,2015,NSA,Other Criminal Code Violations,Other,2,2
7768,2015,NSA,Other Criminal Code Violations,Other,3,3
7769,2015,NSA,Other Criminal Code Violations,Other,1,0
7770,2015,NSA,Other Criminal Code Violations,Other,111,104
7771,2015,NSA,Other Criminal Code Violations,Other,2,2
7772,2015,NSA,Other Criminal Code Violations,Other,1,1
7773,2016,D11,Crimes Against Property,Theft Under $5000,290,107
7774,2016,D11,Crimes Against the Person,Robbery-Other,5,3
7775,2016,D11,Other Federal Statute Violations,Other,3,3
7776,2016,D11,Controlled Drugs and Substances Act,Other,16,15
7777,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,10,10
7778,2016,D11,Crimes Against Property,Theft Under $5000,122,47
7779,2016,D12,Controlled Drugs and Substances Act,Other,20,20
7780,2016,D11,Crimes Against the Person,Robbery-Other,1,0
7781,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,11,11
7782,2016,D11,Crimes Against Property,Theft Under $5000,34,6
7783,2016,D11,Controlled Drugs and Substances Act,Other,28,25
7784,2016,D12,Crimes Against Property,Break & Enter-Commercial,5,3
7785,2016,D11,Crimes Against Property,Theft Under $5000,28,8
7786,2016,D11,Crimes Against the Person,Robbery-Other,25,17
7787,2016,D12,Controlled Drugs and Substances Act,Other,40,39
7788,2016,D11,Controlled Drugs and Substances Act,Other,2,2
7789,2016,D12,Crimes Against Property,Break & Enter-Commercial,3,1
7790,2016,D11,Crimes Against the Person,Assault,1,0
7791,2016,D11,Crimes Against the Person,Robbery-Other,12,7
7792,2016,D12,Controlled Drugs and Substances Act,Other,6,6
7793,2016,D11,Controlled Drugs and Substances Act,Other,7,7
7794,2016,D12,Crimes Against Property,Break & Enter-Commercial,8,6
7795,2016,D11,Crimes Against the Person,Assault,53,37
7796,2016,D11,Crimes Against the Person,Robbery-Other,5,1
7797,2016,D12,Controlled Drugs and Substances Act,Other,25,24
7798,2016,D11,Controlled Drugs and Substances Act,Other,1,1
7799,2016,D11,Crimes Against the Person,Assault,76,54
7800,2016,D12,Crimes Against Property,Break & Enter-Commercial,6,4
7801,2016,D11,Crimes Against the Person,Assault,84,63
7802,2016,D11,Crimes Against the Person,Robbery-Other,11,6
7803,2016,D12,Controlled Drugs and Substances Act,Other,5,5
7804,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
7805,2016,D11,Crimes Against the Person,Sexual Violation,9,5
7806,2016,D12,Crimes Against Property,Break & Enter-Commercial,11,4
7807,2016,D11,Crimes Against the Person,Assault,75,50
7808,2016,D11,Controlled Drugs and Substances Act,Other,1,1
7809,2016,D11,Crimes Against the Person,Sexual Violation,14,8
7810,2016,D11,Crimes Against the Person,Assault,120,83
7811,2016,D12,Crimes Against Property,Break & Enter-Commercial,17,11
7812,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7
7813,2016,D12,Controlled Drugs and Substances Act,Other,23,23
7814,2016,D11,Controlled Drugs and Substances Act,Other,41,40
7815,2016,D11,Crimes Against the Person,Sexual Violation,25,14
7816,2016,D11,Crimes Against the Person,Assault,20,17
7817,2016,D12,Crimes Against Property,Break & Enter-Commercial,3,2
7818,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,10,10
7819,2016,D12,Controlled Drugs and Substances Act,Other,3,3
7820,2016,D11,Controlled Drugs and Substances Act,Other,9,9
7821,2016,D11,Crimes Against the Person,Sexual Violation,9,5
7822,2016,D11,Crimes Against the Person,Assault,21,13
7823,2016,D12,Crimes Against Property,Break & Enter-House,2,1
7824,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3
7825,2016,D12,Controlled Drugs and Substances Act,Other,7,7
7826,2016,D11,Controlled Drugs and Substances Act,Other,14,13
7827,2016,D11,Crimes Against the Person,Sexual Violation,17,14
7828,2016,D11,Crimes Against the Person,Assault,1,0
7829,2016,D12,Crimes Against Property,Break & Enter-House,7,2
7830,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,9
7831,2016,D12,Controlled Drugs and Substances Act,Other,48,48
7832,2016,D11,Controlled Drugs and Substances Act,Other,18,18
7833,2016,D11,Crimes Against the Person,Sexual Violation,3,1
7834,2016,D11,Crimes Against the Person,Assault,2,0
7835,2016,D12,Crimes Against Property,Break & Enter-House,5,0
7836,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,20,19
7837,2016,D12,Controlled Drugs and Substances Act,Other,18,17
7838,2016,D11,Crimes Against Property,Auto Theft,1,1
7839,2016,D11,Crimes Against the Person,Sexual Violation,2,2
7840,2016,D11,Crimes Against the Person,Assault,2,1
7841,2016,D12,Crimes Against Property,Break & Enter-House,3,2
7842,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4
7843,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,10,10
7844,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,9
7845,2015,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4
7846,2015,D55,Other Federal Statute Violations,Other,2,2
7847,2015,D55,Other Federal Statute Violations,Other,1,1
7848,2015,D55,Other Federal Statute Violations,Other,1,1
7849,2015,D55,Other Federal Statute Violations,Other,2,2
7850,2015,D55,Other Federal Statute Violations,Other,1,1
7851,2015,D55,Other Federal Statute Violations,Other,2,2
7852,2015,D55,Other Federal Statute Violations,Other,1,1
7853,2015,D55,Other Federal Statute Violations,Other,1,1
7854,2015,D55,Other Federal Statute Violations,Other,4,4
7855,2015,NSA,Controlled Drugs and Substances Act,Other,95,82
7856,2015,NSA,Controlled Drugs and Substances Act,Other,1,1
7857,2015,NSA,Controlled Drugs and Substances Act,Other,1,1
7858,2015,NSA,Crimes Against Property,Auto Theft,7,1
7859,2015,NSA,Crimes Against Property,Break & Enter-Apartment,1,1
7860,2015,NSA,Crimes Against Property,Break & Enter-Apartment,2,0
7861,2015,NSA,Crimes Against Property,Break & Enter-Commercial,1,0
7862,2015,NSA,Crimes Against Property,Break & Enter-Commercial,2,0
7863,2015,NSA,Crimes Against Property,Break & Enter-House,7,7
7864,2015,NSA,Crimes Against Property,Break & Enter-Other,2,1
7865,2015,NSA,Crimes Against Property,Fraud,11,11
7866,2015,NSA,Crimes Against Property,Fraud,1,0
7867,2015,NSA,Crimes Against Property,Fraud,1,0
7868,2015,NSA,Crimes Against Property,Fraud,1,1
7869,2015,NSA,Crimes Against Property,Fraud,1,0
7870,2015,NSA,Crimes Against Property,Fraud,1,0
7871,2015,NSA,Crimes Against Property,Fraud,1,1
7872,2015,NSA,Crimes Against Property,Fraud,107,60
7873,2015,NSA,Crimes Against Property,Fraud,1,0
7874,2016,D11,Crimes Against the Person,Assault,107,77
7875,2016,D12,Controlled Drugs and Substances Act,Other,69,68
7876,2016,D12,Crimes Against Property,Break & Enter-House,5,4
7877,2016,D11,Crimes Against the Person,Sexual Violation,1,0
