report_year,division,count
2018,D22,3
2018,D31,206
2018,D23,68
2018,D23,26
2018,D22,15
2018,D31,89
2018,D23,3
2018,D23,14
2018,D22,3
2018,D31,9
2018,D23,3
2018,D23,1
2018,D22,1
2018,D31,512
2018,D23,6
2018,D23,34
2018,D22,3
2018,D31,49
2018,D23,3
2018,D23,114
2018,D22,19
2018,D31,592
2018,D23,3
2018,D23,26
2018,D31,16
2018,D23,18
2018,D31,165
2018,D22,7
2018,D23,12
2018,D23,18
2018,D31,8
2018,D31,78
2018,D22,9
2018,D23,11
2018,D23,104
2018,D31,13
2018,D31,263
2018,D22,2
2018,D31,40
2018,D23,27
2018,D31,5
2018,D23,34
2018,D31,88
2018,D23,63
2018,D31,27
2018,D22,1
2018,D31,103
2018,D23,1
2018,D23,2
2018,D22,7
2018,D31,3
2018,D23,16
2018,D23,9
2018,D22,2
2018,D31,264
2018,D23,10
2018,D23,9
2018,D22,15
2018,D31,40
2018,D23,70
2018,D23,13
2018,D22,12
2018,D31,55
2018,D31,251
2018,D23,23
2018,D23,3
2018,D22,1
2018,D31,20
2018,D31,6
2018,D23,1
2018,D23,3
2018,D22,16
2018,D31,68
2018,D31,5
2018,D23,1
2018,D23,21
2018,D22,14
2018,D31,109
2018,D31,8
2018,D23,4
2018,D22,15
2018,D23,9
2018,D22,19
2018,D31,1
2018,D23,2
2018,D23,2
2018,D22,132
2018,D31,56
2018,D22,11
2018,D23,3
2018,D31,4
2018,D23,1
2018,D31,81
2018,D22,36
2018,D23,1
2018,D31,1
2018,D23,11
2018,D31,44
2018,D22,3
2018,D23,2
2018,D31,50
2018,D23,4
2018,D31,55
2018,D22,51
2018,D23,1
2018,D31,26
2018,D23,17
2018,D31,20
2018,D22,34
2018,D23,4
2018,D31,62
2018,D23,57
2018,D31,14
2018,D22,36
2018,D23,2
2018,D31,22
2018,D23,21
2018,D31,19
2018,D22,15
2018,D31,23
2018,D31,40
2018,D23,8
2018,D22,692
2018,D31,15
2018,D31,12
2018,D31,7
2018,D31,14
2018,D31,1
2018,D31,16
2018,D31,2
2018,D31,4
2018,D31,7
2018,D31,29
2018,D31,22
2018,D31,14
2018,D31,2
2018,D31,23
2018,D31,6
2018,D31,5
2018,D31,10
2018,D31,10
2018,D31,12
2018,D31,15
2018,D31,10
2018,D31,8
2018,D31,2
2018,D31,2
2018,D31,2
2018,D31,2
2018,D31,3
2018,D31,6
2018,D31,76
2018,D31,45
2018,D31,136
2018,D31,61
2018,D31,43
2018,D32,1
2018,D31,11
2018,D32,9
2018,D31,24
2018,D32,2
2018,D32,1
2018,D32,4
2018,D32,27
2018,D31,7
2018,D31,2
2018,D31,6
2018,D31,2
2018,D31,1
2018,D31,3
2018,D31,1
2018,D31,3
2018,D32,2
2018,D32,2
2018,D32,1
2018,D32,11
2018,D32,2
2018,D32,4
2018,D32,6
2018,D32,8
2018,D32,1
2018,D32,1
2018,D32,7
2018,D32,3
2018,D32,10
2018,D32,5
2018,D32,13
2018,D32,7
2018,D32,13
2018,D32,8
2018,D32,39
2018,D32,39
2018,D32,2
2018,D32,43
2018,D32,14
2018,D32,15
2018,D32,23
2018,D32,18
2018,D32,41
2018,D32,2
2018,D32,14
2018,D32,55
2018,D32,15
2018,D32,36
2018,D32,14
2018,D32,24
2018,D32,40
2018,D32,42
2018,D32,7
2018,D32,156
2018,D32,40
2018,D32,10
2018,D32,16
2018,D32,11
2018,D32,1
2018,D32,21
2018,D32,87
2018,D32,3
2018,D32,2
2018,D32,38
2018,D32,24
2018,D32,3
2018,D32,5
2018,D32,87
2018,D32,15
2018,D32,6
2018,D32,3
2018,D32,12
2018,D32,5
2018,D32,81
2018,D32,17
2018,D32,3
2018,D32,7
2018,D32,7
2018,D32,16
2018,D32,57
2018,D32,4
2018,D32,3
2018,D32,4
2018,D32,21
2018,D32,18
2018,D32,114
2018,D32,14
2018,D32,3
2018,D32,4
2018,D32,44
2018,D32,7
2018,D32,2
2018,D32,4
2018,D32,2
2018,D32,9
2018,D32,4
2018,D32,15
2018,D32,1
2018,D32,2
2018,D32,59
2018,D32,1
2018,D32,33
2018,D32,1
2018,D32,3
2018,D32,54
2018,D32,4
2018,D32,51
2018,D32,13
2018,D32,57
2018,D32,6
2018,D32,1
2018,D32,35
2018,D32,4
2018,D32,6
2018,D31,1
2018,D32,7
2018,D32,6
2018,D32,4
2018,D32,299
2018,D32,1
2018,D32,2
2018,D31,66
2018,D32,57
2018,D32,24
2018,D32,15
2018,D32,126
2018,D32,2
2018,D32,6
2018,D31,10
2018,D32,24
2018,D32,18
2018,D32,23
2018,D32,1
2018,D32,2
2018,D32,12
2018,D31,61
2018,D32,40
2018,D32,94
2018,D32,1
2018,D32,3
2018,D32,8
2018,D32,4
2018,D31,2
2018,D32,35
2018,D32,105
2018,D32,25
2018,D32,1
2018,D32,18
2018,D32,1
2018,D32,2
2018,D32,16
2018,D32,29
2018,D32,1
2018,D32,16
2018,D32,15
2018,D32,6
2018,D32,2
2018,D32,16
2018,D32,4
2018,D32,7
2018,D32,3
2018,D32,1
2018,D32,9
2018,D32,1
2018,D32,10
2018,D32,5
2018,D32,6
2018,D32,5
2018,D32,2
2018,D32,2
2018,D32,6
2018,D32,7
2018,D32,2
2018,D32,7
2018,D32,6
2018,D32,17
2018,D32,30
2018,D32,18
2018,D32,2
2018,D32,35
2018,D32,4
2018,D32,47
2018,D32,11
2018,D32,11
2018,D32,2
2018,D32,73
2018,D32,2
2018,D32,2
2018,D32,13
2018,D31,3
2018,D32,1
2018,D32,170
2018,D32,15
2018,D32,36
2018,D32,8
2018,D32,19
2018,D32,4
2018,D32,1
2018,D32,2
2018,D32,8
2018,D31,23
2018,D32,3
2018,D32,1
2018,D32,6
2018,D32,18
2018,D31,19
2018,D32,2
2018,D32,9
2018,D32,335
2018,D32,48
2018,D32,17
2018,D31,45
2018,D32,5
2018,D32,1
2018,D32,52
2018,D32,76
2018,D32,199
2018,D32,202
2018,D32,70
2018,D32,1
2018,D32,9
2018,D32,76
2018,D32,218
2018,D32,49
2018,D32,123
2018,D32,136
2018,D32,230
2018,D32,403
2018,D32,952
2018,D32,65
2018,D32,62
2018,D32,2
2018,D32,2
2018,D32,33
2018,D32,12
2018,D32,77
2018,D32,41
2018,D32,46
2018,D32,74
2018,D32,59
2018,D32,23
2018,D32,3
2018,D32,73
2018,D32,10
2018,D32,105
2018,D32,4
2018,D32,24
2018,D31,25
2018,D31,26
2018,D31,1
2018,D31,34
2018,D31,11
2018,D31,62
2018,D31,36
2018,D31,19
2018,D31,31
2018,D31,13
2018,D31,15
2018,D31,25
2018,D31,4
2018,D31,49
2018,D31,8
2018,D31,10
2018,D31,29
2018,D31,9
2018,D31,20
2018,D31,1
2018,D31,1
2018,D31,20
2018,D31,6
2018,D31,30
2018,D31,111
2018,D31,1
2018,D31,24
2018,D31,138
2018,D31,31
2018,D31,173
2018,D31,19
2018,D31,133
2018,D31,19
2018,D31,112
2018,D31,23
2018,D31,8
2018,D31,43
2018,D31,12
2018,D31,12
2018,D31,2
2018,D31,31
2018,D32,3
2018,D32,1
2018,D32,29
2018,D32,10
2018,D32,6
2018,D32,1
2018,D32,7
2018,D32,9
2018,D32,62
2018,D32,29
2018,D32,1
2018,D32,4
2018,D32,68
2018,D32,41
2018,D32,1
2018,D32,70
2018,D32,6
2018,D32,5
2018,D32,78
2018,D32,7
2018,D32,12
2018,D32,5
2018,D32,3
2018,D32,66
2018,D32,33
2018,D32,3
2018,D32,9
2018,D32,42
2018,D32,25
2018,D32,25
2018,D32,8
2018,D32,51
2018,D32,17
2018,D32,30
2018,D32,20
2018,D32,1
2018,D32,12
2018,D32,157
2018,D32,38
2018,D32,21
2018,D32,45
2018,D32,31
2018,D32,27
2018,D32,1
2018,D32,27
2018,D32,51
2018,D32,12
2018,D32,1
2018,D32,40
2018,D32,1
2018,D32,26
2018,D32,1
2018,D32,21
2018,D32,72
2018,D32,1
2018,D32,2
2018,D32,27
2018,D32,14
2018,D32,1
2018,D32,3
2018,D32,1
2018,D32,5
2018,D32,1
2018,D32,81
2018,D32,1
2018,D32,1
2018,D32,2
2018,D32,18
2018,D32,2
2018,D32,5
2018,D32,1
2018,D32,36
2018,D32,9
2018,D32,3
2018,D33,6
2018,D32,43
2018,D32,8
2018,D32,1
2018,D33,7
2018,D32,52
2018,D32,10
2018,D33,1
2018,D32,56
2018,D32,8
2018,D33,17
2018,D32,5
2018,D32,8
2018,D33,12
2018,D32,45
2018,D32,29
2018,D33,1
2018,D32,80
2018,D32,8
2018,D33,14
2018,D32,18
2018,D32,30
2018,D33,5
2018,D32,62
2018,D32,2
2018,D33,3
2018,D32,54
2018,D32,6
2018,D32,47
2018,D33,1
2018,D32,21
2018,D32,4
2018,D32,14
2018,D32,57
2018,D32,325
2018,D32,5
2018,D32,4
2018,D32,5
2018,D33,1
2018,D33,368
2018,D33,2
2018,D33,328
2018,D33,31
2018,D33,89
2018,D33,12
2018,D33,5
2018,D33,7
2018,D33,500
2018,D33,2
2018,D33,86
2018,D33,1
2018,D33,43
2018,D33,3
2018,D33,26
2018,D33,33
2018,D33,72
2018,D33,11
2018,D33,27
2018,D33,18
2018,D33,103
2018,D33,16
2018,D33,5
2018,D33,7
2018,D33,2
2018,D41,196
2018,D33,1
2018,D33,26
2018,D41,3
2018,D41,99
2018,D33,15
2018,D33,2
2018,D33,42
2018,D33,6
2018,D41,9
2018,D33,9
2018,D41,33
2018,D41,135
2018,D41,11
2018,D41,183
2018,D33,48
2018,D33,2
2018,D33,13
2018,D33,70
2018,D41,4
2018,D33,1
2018,D41,3
2018,D33,10
2018,D33,1
2018,D41,91
2018,D33,1
2018,D33,26
2018,D33,7
2018,D33,2
2018,D41,1
2018,D41,25
2018,D33,108
2018,D33,15
2018,D33,13
2018,D33,2
2018,D33,1
2018,D41,2
2018,D41,47
2018,D33,171
2018,D33,2
2018,D33,1
2018,D33,18
2018,D33,110
2018,D41,2
2018,D41,57
2018,D33,1
2018,D33,1
2018,D33,15
2018,D33,7
2018,D33,87
2018,D41,2
2018,D41,8
2018,D33,91
2018,D33,1
2018,D33,12
2018,D33,4
2018,D33,37
2018,D41,1
2018,D33,8
2018,D33,1
2018,D41,46
2018,D33,12
2018,D33,10
2018,D33,5
2018,D41,5
2018,D41,18
2018,D33,2
2018,D33,22
2018,D33,114
2018,D33,2
2018,D41,25
2018,D33,71
2018,D41,87
2018,D33,5
2018,D33,10
2018,D33,41
2018,D33,14
2018,D41,42
2018,D33,56
2018,D41,142
2018,D41,1
2018,D33,6
2018,D33,3
2018,D33,1
2018,D33,4
2018,D41,58
2018,D33,36
2018,D41,20
2018,D41,3
2018,D33,1
2018,D33,16
2018,D33,63
2018,D33,2
2018,D41,8
2018,D33,6
2018,D41,41
2018,D41,19
2018,D33,30
2018,D33,4
2018,D33,46
2018,D33,4
2018,D41,29
2018,D33,1
2018,D41,131
2018,D33,2
2018,D41,12
2018,D33,37
2018,D33,1
2018,D33,15
2018,D33,2
2018,D33,108
2018,D33,8
2018,D33,40
2018,D33,11
2018,D41,1
2018,D41,8
2018,D41,141
2018,D33,12
2018,D41,28
2018,D41,15
2018,D33,36
2018,D33,3
2018,D33,83
2018,D41,17
2018,D33,4
2018,D41,52
2018,D41,10
2018,D33,1
2018,D33,12
2018,D33,3
2018,D41,111
2018,D33,3
2018,D41,32
2018,D41,8
2018,D33,47
2018,D33,15
2018,D33,70
2018,D41,39
2018,D33,10
2018,D41,43
2018,D41,20
2018,D33,1
2018,D33,5
2018,D33,65
2018,D41,51
2018,D33,2
2018,D41,1
2018,D33,2
2018,D41,25
2018,D33,90
2018,D33,8
2018,D41,1
2018,D33,14
2018,D33,3
2018,D41,140
2018,D33,34
2018,D33,1
2018,D41,3
2018,D33,3
2018,D41,8
2018,D33,3
2018,D33,1
2018,D41,16
2018,D33,22
2018,D33,2
2018,D41,1
2018,D33,2
2018,D41,8
2018,D33,3
2018,D33,43
2018,D41,94
2018,D33,6
2018,D33,5
2018,D41,1
2018,D33,1
2018,D41,16
2018,D33,1
2018,D33,35
2018,D41,144
2018,D33,88
2018,D33,7
2018,D41,1
2018,D33,1
2018,D41,30
2018,D33,1
2018,D33,34
2018,D41,2
2018,D33,48
2018,D33,10
2018,D41,10
2018,D33,2
2018,D33,2
2018,D33,2
2018,D41,3
2018,D41,16
2018,D41,8
2018,D33,4
2018,D33,1
2018,D33,36
2018,D33,1
2018,D41,12
2018,D33,5
2018,D33,5
2018,D33,11
2018,D33,37
2018,D41,20
2018,D41,2
2018,D41,15
2018,D33,42
2018,D33,5
2018,D33,4
2018,D33,1
2018,D41,7
2018,D41,3
2018,D41,32
2018,D41,3
2018,D33,6
2018,D33,54
2018,D33,2
2018,D33,27
2018,D41,33
2018,D41,12
2018,D41,7
2018,D41,1
2018,D33,2
2018,D33,39
2018,D33,12
2018,D33,28
2018,D41,13
2018,D41,27
2018,D41,3
2018,D41,20
2018,D33,1
2018,D33,21
2018,D33,8
2018,D33,31
2018,D41,7
2018,D41,29
2018,D41,5
2018,D41,33
2018,D41,27
2018,D41,9
2018,D41,15
2018,D41,20
2018,D41,25
2018,D41,6
2018,D41,26
2018,D41,5
2018,D41,13
2018,D41,24
2018,D41,1
2018,D41,4
2018,D41,16
2018,D33,13
2018,D33,36
2018,D41,6
2018,D33,4
2018,D41,12
2018,D33,1
2018,D41,4
2018,D33,36
2018,D41,13
2018,D33,28
2018,D33,21
2018,D41,13
2018,D33,19
2018,D41,18
2018,D33,4
2018,D33,8
2018,D41,39
2018,D33,4
2018,D41,11
2018,D33,8
2018,D33,5
2018,D41,103
2018,D33,36
2018,D41,10
2018,D33,7
2018,D33,14
2018,D41,231
2018,D33,34
2018,D33,17
2018,D33,1
2018,D33,2
2018,D41,1
2018,D33,25
2018,D33,21
2018,D33,14
2018,D41,408
2018,D33,1
2018,D41,20
2018,D41,25
2018,D33,21
2018,D33,1
2018,D33,11
2018,D41,57
2018,D41,22
2018,D33,1
2018,D33,5
2018,D33,3
2018,D41,34
2018,D41,5
2018,D41,7
2018,D33,11
2018,D33,5
2018,D33,6
2018,D41,430
2018,D41,11
2018,D41,14
2018,D33,12
2018,D33,8
2018,D41,50
2018,D41,28
2018,D41,24
2018,D33,10
2018,D33,4
2018,D41,71
2018,D41,19
2018,D41,47
2018,D33,3
2018,D33,5
2018,D41,318
2018,D41,8
2018,D41,7
2018,D33,5
2018,D41,138
2018,D33,1
2018,D33,22
2018,D41,82
2018,D41,13
2018,D33,10
2018,D41,7
2018,D41,2
2018,D33,4
2018,D41,7
2018,D33,9
2018,D41,11
2018,D33,4
2018,D41,15
2018,D33,9
2018,D41,29
2018,D33,7
2018,D41,1
2018,D33,3
2018,D41,1
2018,D33,1
2018,D41,7
2018,D33,5
2018,D41,4
2018,D33,3
2018,D41,6
2018,D33,7
2018,D41,3
2018,D33,6
2018,D41,1
2018,D33,1
2018,D41,5
2018,D33,8
2018,D41,5
2018,D33,3
2018,D41,6
2018,D41,16
2018,D41,22
2018,D41,39
2018,D41,345
2018,D41,822
2018,D41,34
2018,D41,41
2018,D41,186
2018,D41,260
2018,D41,38
2018,D41,175
2018,D41,58
2018,D41,72
2018,D42,5
2018,D42,11
2018,D42,17
2018,D42,15
2018,D42,9
2018,D42,19
2018,D42,10
2018,D42,7
2018,D43,64
2018,D42,14
2018,D42,9
2018,D42,14
2018,D42,6
2018,D42,13
2018,D42,15
2018,D43,5
2018,D42,5
2018,D43,92
2018,D42,307
2018,D42,5
2018,D43,240
2018,D42,13
2018,D42,229
2018,D43,29
2018,D42,18
2018,D42,4
2018,D43,110
2018,D43,2
2018,D42,12
2018,D42,65
2018,D43,11
2018,D42,25
2018,D43,1
2018,D42,484
2018,D42,2
2018,D43,2
2018,D42,4
2018,D43,20
2018,D42,119
2018,D43,3
2018,D42,5
2018,D42,15
2018,D42,12
2018,D43,33
2018,D42,72
2018,D43,3
2018,D42,1
2018,D42,1
2018,D42,2
2018,D42,1
2018,D42,2
2018,D43,18
2018,D43,4
2018,D43,13
2018,D43,18
2018,D43,46
2018,D43,4
2018,D43,24
2018,D43,22
2018,D43,6
2018,D43,43
2018,D43,61
2018,D43,5
2018,D43,16
2018,D43,8
2018,D43,25
2018,D43,10
2018,D43,16
2018,D43,4
2018,D43,35
2018,D43,2
2018,D43,20
2018,D43,12
2018,D43,20
2018,D43,27
2018,D43,8
2018,D43,25
2018,D43,3
2018,D43,7
2018,D43,14
2018,D43,13
2018,D43,1
2018,D43,4
2018,D43,12
2018,D43,42
2018,D43,14
2018,D43,3
2018,D43,2
2018,D43,8
2018,D43,19
2018,D43,6
2018,D43,12
2018,D43,7
2018,D43,4
2018,D42,2
2018,D43,4
2018,D42,5
2018,D43,4
2018,D42,8
2018,D43,1
2018,D42,1
2018,D42,96
2018,D42,5
2018,D43,3
2018,D42,32
2018,D42,64
2018,D42,5
2018,D43,2
2018,D43,21
2018,D42,70
2018,D42,73
2018,D42,8
2018,D43,4
2018,D43,8
2018,D42,2
2018,D42,150
2018,D42,3
2018,D43,5
2018,D43,5
2018,D42,2
2018,D42,87
2018,D42,42
2018,D43,3
2018,D43,5
2018,D42,23
2018,D42,64
2018,D42,39
2018,D43,10
2018,D43,14
2018,D42,31
2018,D42,98
2018,D42,13
2018,D43,30
2018,D43,3
2018,D42,68
2018,D42,3
2018,D42,19
2018,D42,1
2018,D43,630
2018,D43,11
2018,D42,26
2018,D42,31
2018,D42,119
2018,D42,49
2018,D42,2
2018,D42,1
2018,D42,1
2018,D42,1
2018,D42,1
2018,D42,2
2018,D42,1
2018,D42,22
2018,D42,44
2018,D42,11
2018,D42,34
2018,D42,70
2018,D42,28
2018,D42,17
2018,D42,38
2018,D42,6
2018,D42,36
2018,D42,15
2018,D42,1
2018,D42,2
2018,D42,1
2018,D42,2
2018,D42,41
2018,D42,28
2018,D42,20
2018,D42,17
2018,D42,29
2018,D42,19
2018,D42,13
2018,D42,18
2018,D42,9
2018,D42,15
2018,D42,52
2018,D42,35
2018,D43,75
2018,D43,8
2018,D42,40
2018,D42,27
2018,D43,180
2018,D43,24
2018,D42,14
2018,D42,94
2018,D43,157
2018,D43,12
2018,D42,49
2018,D42,47
2018,D43,356
2018,D43,9
2018,D42,26
2018,D42,24
2018,D43,38
2018,D43,21
2018,D42,1
2018,D42,32
2018,D43,119
2018,D43,15
2018,D42,5
2018,D42,6
2018,D43,120
2018,D43,22
2018,D42,10
2018,D42,7
2018,D43,20
2018,D43,3
2018,D42,4
2018,D42,9
2018,D43,197
2018,D43,1
2018,D42,7
2018,D42,5
2018,D43,395
2018,D43,2
2018,D42,14
2018,D42,8
2018,D43,65
2018,D43,1
2018,D42,9
2018,D42,5
2018,D43,231
2018,D43,1
2018,D42,2
2018,D42,1
2018,D43,1
2018,D42,1
2018,D42,4
2018,D43,39
2018,D42,10
2018,D43,4
2018,D42,9
2018,D43,128
2018,D42,9
2018,D42,1
2018,D43,42
2018,D42,14
2018,D42,2
2018,D43,7
2018,D42,3
2018,D43,90
2018,D42,4
2018,D42,10
2018,D43,4
2018,D42,2
2018,D43,98
2018,D42,13
2018,D42,4
2018,D43,9
2018,D43,101
2018,D43,25
2018,D43,38
2018,D43,57
2018,D43,94
2018,D43,18
2018,D43,36
2018,D43,43
2018,D43,3
2018,D43,45
2018,D43,126
2018,D43,27
2018,D43,110
2018,D43,18
2018,D43,74
2018,D43,34
2018,D43,97
2018,D43,73
2018,D43,129
2018,D43,37
2018,D43,42
2018,D42,43
2018,D43,164
2018,D42,2
2018,D42,62
2018,D42,1
2018,D43,44
2018,D42,70
2018,D42,1
2018,D43,43
2018,D42,37
2018,D42,10
2018,D43,126
2018,D42,59
2018,D42,15
2018,D43,5
2018,D42,72
2018,D42,78
2018,D43,154
2018,D42,45
2018,D42,18
2018,D43,363
2018,D42,93
2018,D42,2
2018,D43,26
2018,D42,50
2018,D42,10
2018,D43,155
2018,D42,1
2018,D42,3
2018,D43,3
2018,D42,37
2018,D42,48
2018,D43,3
2018,D42,74
2018,D42,39
2018,D43,1
2018,D42,22
2018,D42,29
2018,D43,1
2018,D42,44
2018,D42,32
2018,D42,76
2018,D42,17
2018,D42,2
2018,D42,15
2018,D42,41
2018,D42,30
2018,D42,44
2018,D42,26
2018,D42,85
2018,D42,50
2018,D42,41
2018,D42,50
2018,D42,66
2018,D42,8
2018,D42,62
2018,D42,1
2018,D42,3
2018,D42,28
2018,D42,61
2018,D42,29
2018,D42,4
2018,D42,10
2018,D42,6
2018,D42,3
2018,D42,5
2018,D42,11
2018,D42,18
2018,D42,11
2018,D42,3
2018,D42,3
2018,D42,2
2018,D42,165
2018,D42,272
2018,D42,3
2018,D42,91
2018,D42,171
2018,D42,267
2018,D42,151
2018,D41,27
2018,D41,1
2018,D41,7
2018,D41,14
2018,D41,26
2018,D41,6
2018,D41,17
2018,D41,2
2018,D41,8
2018,D41,9
2018,D41,1
2018,D41,8
2018,D41,24
2018,D41,15
2018,D41,13
2018,D41,93
2018,D41,538
2018,D41,20
2018,D41,170
2018,D41,29
2018,D41,1
2018,D41,84
2018,D41,145
2018,D41,13
2018,D41,127
2018,D41,136
2018,D41,1
2018,D41,3
2018,D41,3
2018,D41,15
2018,D41,27
2018,D41,2
2018,D41,16
2018,D41,5
2018,D41,9
2018,D41,20
2018,D41,1
2018,D41,27
2018,D41,21
2018,D41,5
2018,D41,1
2018,D41,1
2018,D41,1
2018,D41,4
2018,D41,2
2018,D42,7
2018,D42,11
2018,D42,4
2018,D42,6
2018,D42,11
2018,D51,30
2018,D51,69
2018,D43,5
2018,D51,65
2018,D43,13
2018,D51,102
2018,D51,39
2018,D51,30
2018,D43,11
2018,D51,2
2018,D43,29
2018,D43,18
2018,D51,31
2018,D43,19
2018,D43,31
2018,D51,1
2018,D43,27
2018,D43,6
2018,D51,1
2018,D43,32
2018,D43,9
2018,D51,3
2018,D43,56
2018,D43,4
2018,D51,1
2018,D43,21
2018,D43,1
2018,D51,1
2018,D43,24
2018,D43,21
2018,D51,29
2018,D43,37
2018,D52,153
2018,D52,15
2018,D51,4
2018,D43,33
2018,D43,5
2018,D43,28
2018,D43,11
2018,D43,88
2018,D43,37
2018,D43,8
2018,D43,62
2018,D43,65
2018,D43,171
2018,D43,15
2018,D43,27
2018,D43,68
2018,D43,10
2018,D43,156
2018,D43,457
2018,D43,21
2018,D43,133
2018,D43,1
2018,D43,4
2018,D43,9
2018,D43,8
2018,D43,26
2018,D43,15
2018,D43,46
2018,D43,5
2018,D43,8
2018,D43,12
2018,D43,1
2018,D43,26
2018,D43,80
2018,D43,21
2018,D43,1
2018,D43,1
2018,D43,1
2018,D43,1
2018,D43,1
2018,D43,1
2018,D43,6
2018,D43,1
2018,D51,20
2018,D51,9
2018,D52,3
2018,D51,45
2018,D52,9
2018,D52,13
2018,D43,4
2018,D51,108
2018,D52,46
2018,D52,2
2018,D51,31
2018,D43,46
2018,D51,135
2018,D52,230
2018,D52,12
2018,D51,51
2018,D43,106
2018,D51,1
2018,D52,533
2018,D52,127
2018,D51,68
2018,D43,8
2018,D51,22
2018,D52,1
2018,D52,2
2018,D51,26
2018,D43,50
2018,D51,26
2018,D52,2
2018,D52,32
2018,D51,19
2018,D43,2
2018,D51,2
2018,D52,1
2018,D52,106
2018,D51,1
2018,D43,1
2018,D51,21
2018,D52,1
2018,D52,104
2018,D51,9
2018,D43,1
2018,D51,12
2018,D52,31
2018,D52,2
2018,D51,1
2018,D43,1
2018,D52,2
2018,D51,37
2018,D52,129
2018,D51,4
2018,D43,1
2018,D52,39
2018,D51,7
2018,D52,4
2018,D43,1
2018,D51,55
2018,D52,162
2018,D51,20
2018,D52,14
2018,D43,1
2018,D51,78
2018,D52,468
2018,D51,2
2018,D52,43
2018,D43,27
2018,D51,2
2018,D52,134
2018,D52,40
2018,D52,17
2018,D51,82
2018,D43,4
2018,D51,16
2018,D52,8
2018,D52,10
2018,D52,23
2018,D51,39
2018,D43,8
2018,D51,22
2018,D52,22
2018,D52,25
2018,D52,44
2018,D51,39
2018,D43,18
2018,D51,7
2018,D52,70
2018,D52,5
2018,D52,113
2018,D51,66
2018,D51,110
2018,D43,36
2018,D51,8
2018,D52,184
2018,D52,24
2018,D52,3
2018,D51,96
2018,D51,184
2018,D51,2
2018,D51,28
2018,D51,11
2018,D51,3
2018,D51,15
2018,D51,19
2018,D51,30
2018,D51,50
2018,D51,55
2018,D51,1
2018,D51,9
2018,D51,10
2018,D51,7
2018,D51,19
2018,D51,15
2018,D51,45
2018,D51,35
2018,D51,62
2018,D51,58
2018,D51,9
2018,D51,31
2018,D51,9
2018,D51,23
2018,D51,71
2018,D51,45
2018,D51,4
2018,D51,10
2018,D51,1
2018,D51,29
2018,D51,13
2018,D51,3
2018,D51,3
2018,D51,16
2018,D51,2
2018,D51,5
2018,D51,4
2018,D51,8
2018,D51,14
2018,D51,14
2018,D51,2
2018,D51,7
2018,D51,3
2018,D51,6
2018,D51,72
2018,D51,220
2018,D51,248
2018,D51,193
2018,D43,3
2018,D51,250
2018,D52,1
2018,D52,7
2018,D43,5
2018,D52,1
2018,D51,200
2018,D51,1
2018,D51,367
2018,D52,2
2018,D52,186
2018,D43,13
2018,D51,581
2018,D51,7
2018,D52,16
2018,D52,1
2018,D52,93
2018,D43,5
2018,D51,5
2018,D51,6
2018,D52,2
2018,D52,4
2018,D52,134
2018,D43,9
2018,D51,142
2018,D51,20
2018,D52,31
2018,D52,1
2018,D52,393
2018,D43,45
2018,D51,127
2018,D51,19
2018,D52,52
2018,D52,22
2018,D52,9
2018,D43,3
2018,D51,20
2018,D51,3
2018,D52,17
2018,D52,4
2018,D52,14
2018,D43,33
2018,D51,148
2018,D51,2
2018,D52,2
2018,D52,14
2018,D52,15
2018,D52,24
2018,D52,2
2018,D52,9
2018,D52,5
2018,D52,32
2018,D52,71
2018,D52,30
2018,D52,2
2018,D52,4
2018,D52,10
2018,D52,24
2018,D52,3
2018,D52,32
2018,D52,7
2018,D52,27
2018,D52,69
2018,D52,6
2018,D52,2
2018,D52,2
2018,D52,12
2018,D52,10
2018,D52,8
2018,D52,15
2018,D52,15
2018,D52,1
2018,D51,5
2018,D52,3
2018,D52,9
2018,D51,8
2018,D52,6
2018,D52,13
2018,D51,84
2018,D52,7
2018,D52,4
2018,D51,179
2018,D52,14
2018,D52,1
2018,D51,300
2018,D52,44
2018,D52,23
2018,D51,458
2018,D52,488
2018,D52,28
2018,D52,27
2018,D52,21
2018,D52,33
2018,D52,4
2018,D52,4
2018,D52,31
2018,D52,18
2018,D52,27
2018,D52,20
2018,D52,99
2018,D52,1
2018,D52,8
2018,D52,1
2018,D52,67
2018,D52,69
2018,D52,2
2018,D52,5
2018,D52,1
2018,D51,1
2018,D43,3
2018,D52,16
2018,D51,6
2018,D43,22
2018,D52,71
2018,D51,21
2018,D43,3
2018,D52,280
2018,D51,21
2018,D43,12
2018,D52,890
2018,D51,36
2018,D43,15
2018,D52,19
2018,D51,3
2018,D43,25
2018,D52,264
2018,D51,4
2018,D43,13
2018,D52,372
2018,D51,6
2018,D43,14
2018,D52,650
2018,D51,11
2018,D43,15
2018,D51,507
2018,D52,3167
2018,D43,1
2018,D51,2582
2018,D51,3
2018,D51,1454
2018,D52,119
2018,D43,16
2018,D51,98
2018,D51,1126
2018,D52,23
2018,D43,56
2018,D51,75
2018,D51,8
2018,D52,74
2018,D43,4
2018,D51,7
2018,D51,260
2018,D52,85
2018,D43,25
2018,D51,101
2018,D51,296
2018,D52,191
2018,D43,5
2018,D51,11
2018,D51,251
2018,D52,10
2018,D43,5
2018,D51,770
2018,D51,1
2018,D51,1
2018,D51,99
2018,D51,303
2018,D51,394
2018,D51,491
2018,D51,8
2018,D51,149
2018,D51,117
2018,D51,76
